r,g,b,r_new,g_new,b_new
144,112,224,80,129,235
144,112,240,116,153,239
144,128,0,156,124,0
144,128,16,156,125,16
144,128,32,155,124,31
144,128,48,155,124,47
144,128,64,154,126,63
144,128,80,153,125,79
144,128,96,153,125,95
144,128,112,149,128,112
144,128,128,146,127,128
144,128,144,146,127,144
144,128,160,136,131,161
144,128,176,136,131,180
144,128,192,133,131,194
144,128,208,132,149,210
144,128,224,132,149,225
144,128,240,115,138,243
144,144,0,156,140,0
144,144,16,156,140,16
144,144,32,155,140,31
144,144,48,155,140,47
144,144,64,154,141,63
144,144,80,153,141,79
144,144,96,153,141,95
144,144,112,149,142,112
144,144,128,146,143,128
144,144,144,146,143,144
144,144,160,136,145,161
144,144,176,136,145,180
144,144,192,133,147,194
144,144,208,132,153,210
144,144,224,132,153,225
144,144,240,117,154,243
144,160,0,172,153,0
144,160,16,172,153,14
144,160,32,172,153,31
144,160,48,172,153,47
144,160,64,171,154,61
144,160,80,169,154,77
144,160,96,169,154,94
144,160,112,168,155,109
144,160,128,163,156,124
144,160,144,163,156,143
144,160,160,161,157,158
144,160,176,161,157,171
144,160,192,152,160,191
144,160,208,149,161,209
144,160,224,149,161,221
144,160,240,141,167,237
144,176,0,172,163,0
144,176,16,172,163,14
144,176,32,172,163,31
144,176,48,171,163,47
144,176,64,171,164,61
144,176,80,169,164,77
144,176,96,169,164,94
144,176,112,168,165,109
144,176,128,163,166,124
144,176,144,163,166,143
144,176,160,161,168,158
144,176,176,161,168,171
144,176,192,152,169,191
144,176,208,149,172,209
144,176,224,149,171,221
144,176,240,141,174,237
144,192,0,201,176,0
144,192,16,199,176,15
144,192,32,199,176,29
144,192,48,199,176,44
144,192,64,200,177,60
144,192,80,197,177,75
144,192,96,198,177,91
144,192,112,196,178,107
144,192,128,193,179,122
144,192,144,194,179,138
144,192,160,191,181,154
144,192,176,191,181,170
144,192,192,187,181,186
144,192,208,181,183,202
144,192,224,181,184,220
144,192,240,176,186,235
144,208,0,218,191,0
144,208,16,217,191,13
144,208,32,217,191,29
144,208,48,215,191,44
144,208,64,217,191,59
144,208,80,214,192,73
144,208,96,214,192,91
144,208,112,215,192,106
144,208,128,210,194,121
144,208,144,211,194,137
144,208,160,210,194,154
144,208,176,210,194,166
144,208,192,205,196,185
144,208,208,203,196,201
144,208,224,203,197,214
144,208,240,195,200,233
144,224,0,217,202,0
144,224,16,216,202,13
144,224,32,217,202,29
144,224,48,215,202,44
144,224,64,215,203,59
144,224,80,214,203,73
144,224,96,215,203,91
144,224,112,213,204,106
144,224,128,210,204,121
144,224,144,211,204,137
144,224,160,210,206,155
144,224,176,210,206,167
144,224,192,205,206,185
144,224,208,203,208,201
144,224,224,203,208,214
144,224,240,195,210,233
144,240,0,247,214,28
144,240,16,245,214,33
144,240,32,245,215,31
144,240,48,247,215,47
144,240,64,245,215,61
144,240,80,244,216,73
144,240,96,244,216,88
144,240,112,243,216,104
144,240,128,241,217,119
144,240,144,242,217,135
144,240,160,240,218,152
144,240,176,240,218,167
144,240,192,238,219,180
144,240,208,235,220,198
144,240,224,235,220,213
144,240,240,230,222,229
160,0,0,94,81,23
160,0,16,94,81,39
160,0,32,90,81,57
160,0,48,90,81,71
160,0,64,87,81,93
160,0,80,65,83,115
160,0,96,65,83,136
160,0,112,56,83,157
160,0,128,14,103,179
160,0,144,14,103,199
160,0,160,13,103,214
160,0,176,11,103,229
160,0,192,41,130,245
160,0,208,57,130,255
160,0,224,55,130,255
160,0,240,127,166,255
160,16,0,95,90,23
160,16,16,95,91,38
160,16,32,91,91,57
160,16,48,91,91,70
160,16,64,89,92,90
160,16,80,66,92,110
160,16,96,66,92,133
160,16,112,60,94,155
160,16,128,15,107,172
160,16,144,15,107,192
160,16,160,9,113,214
160,16,176,11,113,229
160,16,192,46,126,242
160,16,208,56,143,255
160,16,224,55,143,255
160,16,240,122,156,255
160,32,0,102,96,19
160,32,16,101,96,37
160,32,32,98,96,52
160,32,48,98,96,62
160,32,64,96,96,85
160,32,80,85,97,105
160,32,96,85,97,123
160,32,112,76,98,145
160,32,128,14,100,168
160,32,144,14,100,183
160,32,160,13,113,200
160,32,176,9,113,220
160,32,192,7,118,238
160,32,208,25,140,247
160,32,224,16,140,250
160,32,240,121,156,255
160,48,0,102,90,19
160,48,16,101,90,37
160,48,32,98,90,52
160,48,48,98,90,63
160,48,64,96,90,84
160,48,80,85,92,106
160,48,96,85,92,121
160,48,112,76,92,143
160,48,128,14,95,169
160,48,144,14,95,181
160,48,160,13,97,200
160,48,176,13,97,220
160,48,192,7,121,238
160,48,208,19,125,247
160,48,224,16,125,250
160,48,240,121,161,255
160,64,0,106,101,19
160,64,16,105,101,32
160,64,32,102,101,49
160,64,48,102,99,62
160,64,64,101,100,78
160,64,80,89,102,97
160,64,96,89,102,120
160,64,112,86,102,138
160,64,128,19,104,156
160,64,144,19,104,179
160,64,160,14,106,197
160,64,176,12,106,211
160,64,192,20,126,229
160,64,208,16,133,247
160,64,224,16,133,250
160,64,240,121,156,249
160,80,0,127,114,13
160,80,16,126,114,31
160,80,32,126,114,45
160,80,48,126,114,53
160,80,64,124,114,75
160,80,80,120,115,92
160,80,96,120,115,104
160,80,112,115,116,127
160,80,128,107,117,151
160,80,144,107,117,160
160,80,160,101,126,177
160,80,176,101,126,206
160,80,192,74,120,218
160,80,208,82,143,226
160,80,224,81,143,236
160,80,240,107,146,255
160,96,0,127,114,13
160,96,16,126,114,31
160,96,32,126,114,45
160,96,48,126,114,53
160,96,64,124,114,75
160,96,80,120,116,92
160,96,96,120,116,104
160,96,112,115,116,127
160,96,128,107,119,151
160,96,144,107,119,160
160,96,160,101,121,177
160,96,176,101,121,206
160,96,192,74,122,218
160,96,208,81,129,226
160,96,224,81,129,236
160,96,240,106,153,255
160,112,0,134,123,13
160,112,16,134,124,26
160,112,32,134,123,40
160,112,48,134,123,53
160,112,64,133,124,68
160,112,80,128,125,85
160,112,96,128,125,103
160,112,112,127,126,119
160,112,128,116,128,136
160,112,144,116,128,155
160,112,160,113,129,172
160,112,176,114,129,188
160,112,192,86,131,208
160,112,208,84,134,226
160,112,224,84,134,236
160,112,240,118,158,243
160,128,0,164,141,0
160,128,16,163,141,19
160,128,32,163,141,39
160,128,48,163,141,48
160,128,64,162,142,67
160,128,80,160,142,83
160,128,96,160,142,96
160,128,112,157,143,116
160,128,128,153,143,135
160,128,144,153,143,147
160,128,160,147,146,164
160,128,176,147,146,190
160,128,192,141,146,199
160,128,208,142,161,210
160,128,224,142,161,225
160,128,240,127,152,249
160,144,0,164,146,0
160,144,16,163,146,19
160,144,32,163,146,39
160,144,48,163,146,48
160,144,64,162,146,67
160,144,80,160,147,83
160,144,96,160,147,96
160,144,112,157,148,116
160,144,128,153,149,135
160,144,144,153,149,147
160,144,160,147,150,164
160,144,176,147,150,190
160,144,192,141,152,199
160,144,208,142,158,210
160,144,224,142,158,225
160,144,240,127,160,249
160,160,0,174,156,0
160,160,16,174,156,15
160,160,32,173,156,31
160,160,48,173,156,47
160,160,64,172,156,63
160,160,80,170,157,79
160,160,96,170,157,95
160,160,112,169,157,111
160,160,128,164,158,127
160,160,144,164,158,144
160,160,160,162,159,160
160,160,176,162,159,176
160,160,192,153,162,193
160,160,208,150,163,210
160,160,224,150,163,225
160,160,240,141,169,240
160,176,0,172,171,0
160,176,16,175,171,15
160,176,32,174,171,31
160,176,48,172,171,47
160,176,64,172,172,63
160,176,80,170,172,79
160,176,96,170,172,95
160,176,112,169,173,111
160,176,128,164,173,127
160,176,144,164,173,144
160,176,160,162,175,160
160,176,176,162,175,176
160,176,192,153,176,193
160,176,208,150,179,210
160,176,224,150,179,225
160,176,240,141,182,240
160,192,0,207,182,0
160,192,16,206,182,17
160,192,32,205,182,35
160,192,48,205,182,45
160,192,64,204,182,62
160,192,80,203,183,78
160,192,96,203,183,92
160,192,112,202,183,109
160,192,128,199,185,127
160,192,144,199,185,140
160,192,160,197,186,156
160,192,176,197,186,178
160,192,192,192,186,189
160,192,208,190,189,202
160,192,224,190,190,220
160,192,240,181,190,240
160,208,0,215,191,0
160,208,16,217,191,29
160,208,32,214,191,61
160,208,48,215,191,49
160,208,64,215,191,64
160,208,80,215,192,95
160,208,96,213,192,96
160,208,112,214,193,108
160,208,128,210,194,131
160,208,144,209,194,141
160,208,160,210,195,154
160,208,176,210,195,170
160,208,192,204,196,187
160,208,208,203,197,202
160,208,224,203,197,218
160,208,240,195,201,234
160,224,0,215,204,0
160,224,16,215,205,29
160,224,32,215,204,61
160,224,48,214,204,49
160,224,64,216,205,64
160,224,80,213,205,95
160,224,96,215,205,96
160,224,112,215,207,108
160,224,128,209,207,131
160,224,144,211,207,141
160,224,160,210,211,154
160,224,176,210,211,171
160,224,192,204,209,186
160,224,208,203,213,202
160,224,224,203,213,218
160,224,240,195,215,234
160,240,0,250,219,28
160,240,16,250,219,35
160,240,32,250,220,31
160,240,48,251,220,47
160,240,64,249,220,63
160,240,80,249,221,75
160,240,96,249,221,89
160,240,112,249,221,105
160,240,128,246,222,122
160,240,144,246,222,136
160,240,160,245,223,152
160,240,176,245,223,173
160,240,192,243,224,183
160,240,208,240,225,198
160,240,224,240,225,217
160,240,240,235,226,232
176,0,0,104,81,23
176,0,16,102,81,41
176,0,32,101,81,57
176,0,48,101,81,71
176,0,64,92,81,93
176,0,80,84,83,114
176,0,96,84,83,135
176,0,112,55,83,155
176,0,128,55,83,177
176,0,144,45,103,195
176,0,160,42,103,215
176,0,176,42,103,229
176,0,192,45,130,245
176,0,208,87,130,255
176,0,224,83,130,255
176,0,240,113,166,255
176,16,0,106,92,23
176,16,16,105,91,38
176,16,32,103,91,56
176,16,48,103,91,70
176,16,64,97,92,90
176,16,80,87,92,113
176,16,96,87,92,136
176,16,112,68,94,155
176,16,128,51,107,172
176,16,144,51,107,198
176,16,160,30,113,216
176,16,176,30,113,229
176,16,192,58,126,242
176,16,208,82,143,255
176,16,224,88,143,255
176,16,240,101,156,255
176,32,0,108,96,19
176,32,16,107,96,37
176,32,32,106,96,52
176,32,48,106,96,64
176,32,64,97,96,84
176,32,80,96,97,106
176,32,96,96,97,121
176,32,112,68,98,143
176,32,128,45,100,169
176,32,144,45,100,183
176,32,160,42,113,197
176,32,176,42,113,220
176,32,192,25,118,238
176,32,208,66,140,247
176,32,224,69,140,250
176,32,240,110,156,255
176,48,0,108,90,19
176,48,16,107,90,37
176,48,32,106,90,52
176,48,48,106,90,63
176,48,64,97,90,84
176,48,80,96,92,106
176,48,96,96,92,121
176,48,112,68,92,146
176,48,128,45,95,168
176,48,144,45,95,183
176,48,160,42,97,200
176,48,176,42,97,220
176,48,192,22,121,238
176,48,208,63,125,247
176,48,224,69,125,250
176,48,240,111,161,255
176,64,0,121,99,19
176,64,16,120,100,32
176,64,32,119,100,49
176,64,48,119,99,62
176,64,64,115,100,78
176,64,80,110,102,97
176,64,96,110,102,120
176,64,112,101,102,136
176,64,128,101,102,151
176,64,144,63,104,179
176,64,160,45,106,195
176,64,176,45,106,211
176,64,192,57,126,229
176,64,208,61,133,247
176,64,224,61,133,250
176,64,240,114,156,249
176,80,0,127,114,13
176,80,16,125,114,31
176,80,32,126,114,45
176,80,48,126,114,53
176,80,64,120,114,75
176,80,80,121,115,92
176,80,96,121,115,104
176,80,112,103,116,127
176,80,128,109,117,151
176,80,144,109,117,160
176,80,160,88,126,179
176,80,176,88,126,206
176,80,192,77,120,218
176,80,208,104,143,226
176,80,224,101,143,236
176,80,240,93,146,255
176,96,0,127,114,13
176,96,16,125,114,31
176,96,32,126,114,45
176,96,48,126,114,53
176,96,64,120,114,75
176,96,80,121,116,92
176,96,96,121,116,104
176,96,112,103,116,127
176,96,128,109,119,150
176,96,144,109,119,160
176,96,160,88,121,179
176,96,176,88,121,206
176,96,192,77,122,218
176,96,208,102,129,226
176,96,224,102,129,236
176,96,240,93,153,255
176,112,0,151,123,13
176,112,16,151,124,26
176,112,32,151,123,40
176,112,48,151,123,53
176,112,64,149,124,68
176,112,80,148,125,85
176,112,96,148,126,103
176,112,112,143,126,119
176,112,128,138,128,136
176,112,144,138,128,156
176,112,160,129,129,172
176,112,176,129,129,188
176,112,192,117,131,208
176,112,208,109,134,226
176,112,224,107,134,236
176,112,240,132,158,243
176,128,0,158,141,0
176,128,16,157,141,19
176,128,32,157,141,39
176,128,48,157,141,48
176,128,64,154,142,67
176,128,80,155,142,83
176,128,96,155,142,96
176,128,112,146,143,116
176,128,128,148,143,135
176,128,144,148,143,147
176,128,160,130,146,164
176,128,176,130,146,190
176,128,192,135,146,199
176,128,208,139,161,210
176,128,224,139,161,225
176,128,240,117,152,249
176,144,0,158,146,0
176,144,16,157,146,19
176,144,32,157,146,39
176,144,48,157,146,48
176,144,64,154,146,67
176,144,80,155,147,83
176,144,96,155,147,96
176,144,112,146,148,116
176,144,128,148,149,135
176,144,144,148,149,147
176,144,160,130,150,164
176,144,176,130,150,190
176,144,192,136,152,199
176,144,208,139,158,210
176,144,224,139,158,225
176,144,240,118,160,249
176,160,0,191,156,0
176,160,16,191,156,15
176,160,32,190,156,31
176,160,48,190,156,47
176,160,64,189,156,63
176,160,80,189,157,79
176,160,96,189,157,95
176,160,112,186,157,111
176,160,128,184,158,127
176,160,144,184,158,144
176,160,160,178,159,160
176,160,176,178,159,176
176,160,192,175,162,193
176,160,208,167,163,210
176,160,224,167,163,225
176,160,240,165,169,240
176,176,0,191,171,0
176,176,16,191,171,15
176,176,32,190,171,31
176,176,48,190,171,47
176,176,64,189,172,63
176,176,80,189,172,79
176,176,96,189,172,95
176,176,112,186,173,111
176,176,128,184,173,127
176,176,144,184,173,144
176,176,160,178,175,160
176,176,176,178,175,176
176,176,192,175,176,193
176,176,208,167,179,210
176,176,224,167,179,225
176,176,240,165,182,240
176,192,0,197,182,0
176,192,16,197,182,17
176,192,32,196,182,35
176,192,48,196,182,45
176,192,64,195,182,62
176,192,80,195,183,78
176,192,96,195,183,92
176,192,112,190,183,109
176,192,128,191,185,127
176,192,144,191,185,140
176,192,160,183,186,156
176,192,176,183,186,178
176,192,192,184,186,189
176,192,208,176,189,202
176,192,224,176,189,220
176,192,240,173,190,240
176,208,0,231,191,0
176,208,16,229,191,29
176,208,32,230,191,61
176,208,48,230,191,49
176,208,64,230,191,64
176,208,80,230,192,95
176,208,96,229,192,96
176,208,112,229,193,108
176,208,128,226,194,131
176,208,144,226,194,141
176,208,160,226,195,154
176,208,176,226,195,170
176,208,192,223,196,187
176,208,208,219,197,202
176,208,224,219,197,218
176,208,240,217,201,234
176,224,0,230,204,0
176,224,16,229,205,29
176,224,32,231,204,61
176,224,48,229,204,49
176,224,64,230,205,64
176,224,80,229,205,95
176,224,96,230,205,96
176,224,112,228,207,108
176,224,128,226,207,131
176,224,144,226,207,141
176,224,160,225,211,154
176,224,176,226,211,170
176,224,192,223,209,187
176,224,208,219,213,202
176,224,224,219,213,218
176,224,240,217,214,234
176,240,0,240,219,28
176,240,16,240,219,35
176,240,32,240,220,31
176,240,48,240,220,47
176,240,64,239,220,63
176,240,80,238,221,75
176,240,96,240,221,89
176,240,112,236,221,105
176,240,128,236,222,122
176,240,144,237,222,136
176,240,160,230,223,152
176,240,176,231,223,171
176,240,192,233,224,184
176,240,208,224,225,197
176,240,224,224,225,217
176,240,240,225,226,232
192,0,0,113,108,30
192,0,16,112,108,42
192,0,32,110,108,54
192,0,48,110,108,73
192,0,64,102,108,94
192,0,80,96,109,115
192,0,96,96,109,139
192,0,112,76,109,157
192,0,128,54,111,180
192,0,144,54,111,201
192,0,160,50,111,220
192,0,176,50,111,232
192,0,192,71,145,244
192,0,208,100,145,255
192,0,224,103,145,255
192,0,240,118,171,255
192,16,0,115,103,30
192,16,16,114,102,41
192,16,32,112,102,56
192,16,48,112,102,72
192,16,64,108,103,88
192,16,80,99,103,111
192,16,96,99,103,135
192,16,112,76,104,153
192,16,128,76,104,167
192,16,144,59,105,196
192,16,160,41,114,217
192,16,176,41,114,229
192,16,192,71,129,240
192,16,208,102,150,255
192,16,224,100,150,255
192,16,240,104,156,252
192,32,0,118,102,27
192,32,16,116,102,42
192,32,32,115,101,52
192,32,48,115,101,66
192,32,64,107,102,87
192,32,80,106,102,109
192,32,96,106,102,129
192,32,112,86,111,151
192,32,128,76,104,173
192,32,144,76,104,190
192,32,160,72,122,210
192,32,176,72,122,227
192,32,192,51,123,244
192,32,208,83,147,255
192,32,224,83,147,255
192,32,240,119,155,255
192,48,0,118,112,27
192,48,16,116,110,42
192,48,32,115,110,52
192,48,48,115,111,67
192,48,64,107,111,90
192,48,80,106,113,107
192,48,96,106,113,128
192,48,112,86,114,148
192,48,128,86,114,171
192,48,144,76,115,191
192,48,160,72,118,208
192,48,176,72,118,223
192,48,192,51,133,244
192,48,208,81,137,255
192,48,224,81,137,255
192,48,240,119,168,255
192,64,0,126,113,27
192,64,16,126,113,36
192,64,32,124,113,49
192,64,48,124,113,67
192,64,64,122,114,80
192,64,80,115,115,99
192,64,96,115,115,126
192,64,112,111,116,140
192,64,128,91,117,157
192,64,144,91,117,184
192,64,160,80,119,203
192,64,176,80,119,210
192,64,192,76,131,234
192,64,208,79,140,255
192,64,224,78,140,255
192,64,240,125,158,246
192,80,0,136,113,21
192,80,16,136,113,35
192,80,32,135,114,45
192,80,48,135,114,58
192,80,64,130,114,77
192,80,80,129,115,95
192,80,96,129,115,110
192,80,112,107,117,132
192,80,128,107,117,153
192,80,144,116,117,166
192,80,160,97,130,186
192,80,176,97,130,204
192,80,192,76,120,225
192,80,208,106,149,237
192,80,224,106,149,243
192,80,240,103,148,252
192,96,0,136,126,21
192,96,16,136,127,35
192,96,32,135,129,45
192,96,48,135,129,58
192,96,64,130,129,77
192,96,80,129,128,95
192,96,96,129,129,111
192,96,112,107,129,130
192,96,128,116,131,152
192,96,144,116,131,168
192,96,160,97,134,186
192,96,176,97,134,208
192,96,192,76,135,225
192,96,208,106,143,237
192,96,224,105,143,243
192,96,240,101,162,252
192,112,0,152,135,21
192,112,16,152,135,30
192,112,32,151,136,38
192,112,48,151,136,56
192,112,64,150,136,70
192,112,80,146,137,88
192,112,96,146,137,109
192,112,112,144,138,124
192,112,128,135,139,139
192,112,144,135,139,162
192,112,160,131,140,180
192,112,176,131,140,190
192,112,192,113,142,216
192,112,208,108,145,237
192,112,224,107,145,243
192,112,240,137,165,241
192,128,0,168,138,14
192,128,16,168,138,27
192,128,32,168,139,39
192,128,48,168,139,52
192,128,64,167,140,68
192,128,80,165,139,84
192,128,96,165,139,100
192,128,112,160,143,118
192,128,128,158,141,135
192,128,144,158,141,151
192,128,160,147,144,170
192,128,176,147,144,188
192,128,192,146,144,203
192,128,208,147,162,218
192,128,224,147,162,231
192,128,240,132,151,246
192,144,0,168,154,14
192,144,16,168,154,27
192,144,32,168,154,39
192,144,48,168,154,52
192,144,64,167,155,68
192,144,80,165,155,84
192,144,96,165,155,100
192,144,112,160,156,118
192,144,128,158,156,135
192,144,144,158,156,151
192,144,160,147,158,169
192,144,176,147,158,188
192,144,192,146,159,203
192,144,208,148,166,218
192,144,224,147,166,231
192,144,240,133,167,246
192,160,0,188,166,14
192,160,16,188,166,24
192,160,32,188,166,34
192,160,48,188,166,51
192,160,64,187,167,65
192,160,80,185,167,81
192,160,96,185,167,99
192,160,112,183,168,114
192,160,128,179,168,129
192,160,144,179,168,149
192,160,160,176,169,165
192,160,176,176,169,177
192,160,192,169,171,199
192,160,208,164,172,218
192,160,224,164,172,229
192,160,240,162,179,238
192,176,0,188,174,14
192,176,16,188,174,24
192,176,32,188,174,34
192,176,48,188,174,51
192,176,64,187,175,65
192,176,80,185,175,81
192,176,96,185,175,99
192,176,112,183,176,114
192,176,128,179,176,129
192,176,144,179,176,149
192,176,160,176,178,165
192,176,176,176,178,177
192,176,192,169,178,199
192,176,208,164,181,218
192,176,224,164,181,229
192,176,240,162,184,238
192,192,0,208,186,0
192,192,16,208,186,16
192,192,32,208,186,31
192,192,48,208,186,46
192,192,64,207,187,62
192,192,80,206,187,78
192,192,96,206,187,94
192,192,112,204,188,110
192,192,128,203,189,126
192,192,144,203,189,142
192,192,160,198,190,159
192,192,176,198,190,176
192,192,192,195,191,191
192,192,208,189,194,207
192,192,224,189,194,223
192,192,240,184,194,241
192,208,0,228,200,0
192,208,16,229,200,16
192,208,32,230,200,41
192,208,48,228,200,48
192,208,64,228,201,60
192,208,80,228,201,78
192,208,96,227,201,94
192,208,112,227,202,109
192,208,128,224,203,123
192,208,144,224,203,141
192,208,160,223,204,157
192,208,176,223,204,170
192,208,192,217,205,189
192,208,208,215,206,206
192,208,224,215,206,219
192,208,240,208,208,237
192,224,0,228,210,0
192,224,16,228,210,16
192,224,32,230,210,41
192,224,48,229,210,48
192,224,64,229,211,60
192,224,80,227,211,78
192,224,96,227,211,94
192,224,112,227,212,109
192,224,128,224,212,123
192,224,144,224,212,141
192,224,160,223,214,157
192,224,176,223,214,170
192,224,192,217,214,189
192,224,208,215,216,206
192,224,224,215,216,219
192,224,240,208,217,237
192,240,0,244,218,85
192,240,16,244,218,73
192,240,32,244,218,58
192,240,48,245,218,87
192,240,64,243,219,93
192,240,80,244,219,86
192,240,96,244,219,107
192,240,112,244,220,121
192,240,128,243,221,125
192,240,144,244,221,141
192,240,160,241,223,157
192,240,176,240,223,172
192,240,192,243,226,185
192,240,208,239,228,201
192,240,224,239,228,218
192,240,240,236,229,233
208,0,0,122,108,30
208,0,16,122,108,44
208,0,32,119,108,63
208,0,48,119,108,74
208,0,64,118,108,92
208,0,80,104,109,116
208,0,96,104,109,135
208,0,112,101,109,161
208,0,128,101,109,177
208,0,144,60,111,202
208,0,160,58,111,220
208,0,176,58,111,231
208,0,192,94,145,244
208,0,208,97,145,255
208,0,224,99,145,255
208,0,240,138,171,255
208,16,0,123,117,30
208,16,16,123,118,44
208,16,32,119,118,59
208,16,48,119,118,72
208,16,64,118,118,92
208,16,80,104,118,115
208,16,96,104,118,137
208,16,112,102,119,159
208,16,128,60,120,177
208,16,144,60,120,201
208,16,160,58,125,219
208,16,176,58,125,234
208,16,192,95,144,243
208,16,208,97,155,255
208,16,224,100,155,255
208,16,240,139,167,255
208,32,0,128,121,27
208,32,16,128,122,43
208,32,32,125,121,58
208,32,48,125,121,69
208,32,64,124,122,88
208,32,80,115,122,109
208,32,96,115,122,129
208,32,112,112,123,151
208,32,128,86,124,174
208,32,144,86,124,189
208,32,160,85,133,206
208,32,176,85,133,224
208,32,192,70,136,246
208,32,208,74,151,255
208,32,224,70,151,255
208,32,240,137,166,255
208,48,0,128,115,27
208,48,16,128,114,43
208,48,32,125,114,58
208,48,48,125,114,68
208,48,64,124,114,88
208,48,80,115,116,109
208,48,96,115,116,128
208,48,112,112,116,152
208,48,128,86,118,175
208,48,144,86,118,192
208,48,160,85,120,208
208,48,176,85,120,227
208,48,192,70,135,247
208,48,208,74,137,255
208,48,224,72,137,255
208,48,240,137,169,255
208,64,0,130,124,27
208,64,16,129,124,39
208,64,32,127,123,55
208,64,48,127,123,68
208,64,64,126,124,84
208,64,80,117,125,107
208,64,96,117,125,126
208,64,112,115,126,145
208,64,128,115,126,160
208,64,144,89,127,185
208,64,160,86,128,207
208,64,176,86,128,221
208,64,192,74,141,236
208,64,208,74,146,255
208,64,224,75,146,255
208,64,240,137,167,252
208,80,0,148,135,21
208,80,16,148,135,38
208,80,32,147,136,51
208,80,48,147,135,59
208,80,64,146,136,80
208,80,80,141,136,98
208,80,96,141,136,111
208,80,112,139,137,134
208,80,128,139,137,161
208,80,144,128,138,169
208,80,160,126,145,186
208,80,176,126,145,211
208,80,192,102,141,228
208,80,208,104,156,237
208,80,224,102,156,243
208,80,240,134,163,255
208,96,0,148,133,21
208,96,16,148,133,38
208,96,32,147,134,51
208,96,48,147,134,59
208,96,64,146,134,80
208,96,80,141,135,98
208,96,96,141,135,112
208,96,112,139,135,133
208,96,128,128,136,157
208,96,144,128,136,168
208,96,160,126,138,184
208,96,176,126,138,213
208,96,192,102,140,227
208,96,208,104,144,237
208,96,224,104,144,243
208,96,240,134,166,255
208,112,0,152,140,21
208,112,16,152,140,33
208,112,32,150,142,46
208,112,48,150,143,58
208,112,64,150,143,73
208,112,80,145,144,92
208,112,96,145,142,110
208,112,112,144,143,127
208,112,128,144,143,142
208,112,144,132,145,164
208,112,160,131,145,183
208,112,176,131,145,198
208,112,192,107,148,221
208,112,208,105,150,237
208,112,224,104,150,243
208,112,240,139,170,246
208,128,0,180,158,14
208,128,16,180,158,30
208,128,32,180,159,45
208,128,48,150,156,58
208,128,64,180,159,72
208,128,80,176,159,89
208,128,96,176,159,101
208,128,112,175,161,121
208,128,128,170,160,142
208,128,144,170,160,154
208,128,160,167,163,172
208,128,176,167,163,200
208,128,192,158,163,209
208,128,208,158,173,218
208,128,224,158,173,231
208,128,240,150,169,252
208,144,0,180,160,14
208,144,16,180,161,30
208,144,32,180,161,45
208,144,48,180,161,53
208,144,64,180,162,72
208,144,80,176,162,89
208,144,96,176,162,101
208,144,112,175,163,121
208,144,128,170,163,142
208,144,144,170,163,154
208,144,160,167,164,172
208,144,176,167,164,200
208,144,192,158,166,208
208,144,208,158,170,218
208,144,224,158,170,231
208,144,240,150,174,252
208,160,0,185,169,14
208,160,16,185,169,26
208,160,32,185,170,39
208,160,48,185,170,52
208,160,64,185,170,67
208,160,80,182,171,83
208,160,96,182,171,100
208,160,112,181,171,116
208,160,128,175,171,133
208,160,144,175,171,150
208,160,160,174,172,167
208,160,176,174,172,183
208,160,192,164,174,201
208,160,208,162,174,218
208,160,224,163,174,231
208,160,240,157,182,242
208,176,0,185,184,14
208,176,16,185,185,26
208,176,32,185,185,39
208,176,48,185,185,52
208,176,64,185,185,67
208,176,80,182,186,83
208,176,96,182,186,100
208,176,112,181,187,116
208,176,128,175,186,133
208,176,144,175,186,150
208,176,160,174,188,167
208,176,176,174,188,183
208,176,192,164,189,201
208,176,208,162,189,218
208,176,224,162,189,231
208,176,240,157,195,242
208,192,0,219,194,0
208,192,16,219,194,18
208,192,32,219,194,39
208,192,48,219,194,47
208,192,64,219,194,65
208,192,80,217,195,82
208,192,96,217,195,95
208,192,112,217,195,113
208,192,128,214,196,132
208,192,144,214,196,144
208,192,160,212,197,161
208,192,176,212,197,184
208,192,192,206,198,195
208,192,208,204,200,207
208,192,224,204,200,223
208,192,240,195,201,246
208,208,0,224,201,0
208,208,16,224,201,37
208,208,32,224,201,73
208,208,48,224,201,53
208,208,64,224,201,71
208,208,80,222,202,107
208,208,96,222,202,102
208,208,112,222,202,112
208,208,128,218,204,143
208,208,144,218,204,148
208,208,160,218,204,158
208,208,176,218,204,173
208,208,192,211,206,193
208,208,208,211,207,207
208,208,224,211,207,221
208,208,240,201,209,239
208,224,0,224,211,0
208,224,16,224,212,37
208,224,32,224,211,73
208,224,48,223,211,53
208,224,64,224,212,71
208,224,80,223,212,107
208,224,96,221,212,102
208,224,112,222,214,112
208,224,128,218,214,143
208,224,144,218,214,148
208,224,160,218,217,158
208,224,176,218,217,173
208,224,192,211,216,193
208,224,208,211,221,207
208,224,224,211,221,221
208,224,240,201,220,239
208,240,0,253,224,85
208,240,16,253,225,75
208,240,32,253,225,63
208,240,48,254,225,87
208,240,64,253,225,95
208,240,80,254,226,88
208,240,96,254,226,108
208,240,112,252,227,123
208,240,128,253,228,128
208,240,144,253,228,143
208,240,160,252,229,159
208,240,176,252,229,178
208,240,192,253,233,188
208,240,208,251,233,202
208,240,224,251,233,220
208,240,240,246,236,237
224,0,0,132,108,30
224,0,16,131,108,45
224,0,32,129,108,61
224,0,48,129,108,74
224,0,64,124,108,94
224,0,80,118,109,114
224,0,96,118,109,134
224,0,112,104,109,161
224,0,128,104,109,179
224,0,144,86,111,204
224,0,160,80,111,220
