r,g,b,r_new,g_new,b_new
64,128,80,148,113,85
64,128,96,148,113,100
64,128,112,139,118,116
64,128,128,135,117,131
64,128,144,135,118,147
64,128,160,107,127,163
64,128,176,83,123,177
64,128,192,110,126,193
64,128,208,21,138,205
64,128,224,87,143,219
64,128,240,42,137,239
64,144,0,153,127,0
64,144,16,154,127,17
64,144,32,153,122,44
64,144,48,153,122,57
64,144,64,150,123,71
64,144,80,148,124,86
64,144,96,148,124,101
64,144,112,139,126,116
64,144,128,135,129,131
64,144,144,135,129,147
64,144,160,107,132,163
64,144,176,107,132,177
64,144,192,110,136,193
64,144,208,87,143,209
64,144,224,87,143,219
64,144,240,42,147,239
64,160,0,179,139,0
64,160,16,179,139,21
64,160,32,178,134,55
64,160,48,178,134,59
64,160,64,178,134,73
64,160,80,174,136,90
64,160,96,174,136,103
64,160,112,171,137,116
64,160,128,162,140,135
64,160,144,162,140,149
64,160,160,156,142,164
64,160,176,156,140,180
64,160,192,141,148,195
64,160,208,131,150,210
64,160,224,131,150,225
64,160,240,92,157,241
64,176,0,181,151,0
64,176,16,180,151,21
64,176,32,177,148,55
64,176,48,180,148,59
64,176,64,178,149,73
64,176,80,174,149,88
64,176,96,174,149,104
64,176,112,171,152,118
64,176,128,162,153,134
64,176,144,162,153,150
64,176,160,156,157,165
64,176,176,156,157,180
64,176,192,141,159,195
64,176,208,131,164,210
64,176,224,131,164,225
64,176,240,92,166,241
64,192,0,209,160,48
64,192,16,207,160,51
64,192,32,205,160,54
64,192,48,208,160,65
64,192,64,204,161,77
64,192,80,203,162,89
64,192,96,203,162,107
64,192,112,198,164,120
64,192,128,198,164,133
64,192,144,194,165,150
64,192,160,185,168,166
64,192,176,185,168,179
64,192,192,179,171,197
64,192,208,161,173,213
64,192,224,161,175,227
64,192,240,157,177,240
64,208,0,227,171,48
64,208,16,227,171,72
64,208,32,227,172,87
64,208,48,227,172,70
64,208,64,227,172,85
64,208,80,224,174,116
64,208,96,224,174,113
64,208,112,224,174,123
64,208,128,224,174,138
64,208,144,217,177,156
64,208,160,217,178,168
64,208,176,217,178,183
64,208,192,206,183,200
64,208,208,201,183,213
64,208,224,201,185,227
64,208,240,189,189,242
64,224,0,230,183,48
64,224,16,230,183,72
64,224,32,228,184,87
64,224,48,228,184,70
64,224,64,227,184,85
64,224,80,224,185,116
64,224,96,224,185,112
64,224,112,224,187,122
64,224,128,217,187,150
64,224,144,217,187,156
64,224,160,217,192,167
64,224,176,217,192,183
64,224,192,206,193,200
64,224,208,201,197,212
64,224,224,201,197,227
64,224,240,189,201,242
64,240,0,246,195,116
64,240,16,247,195,100
64,240,32,250,195,92
64,240,48,246,195,116
64,240,64,246,196,117
64,240,80,246,196,115
64,240,96,247,197,126
64,240,112,244,198,140
64,240,128,246,201,141
64,240,144,246,201,158
64,240,160,240,203,172
64,240,176,240,203,187
64,240,192,241,207,198
64,240,208,232,210,214
64,240,224,232,210,226
64,240,240,222,210,241
80,0,0,54,53,0
80,0,16,47,53,15
80,0,32,50,53,29
80,0,48,50,53,45
80,0,64,36,53,62
80,0,80,29,61,75
80,0,96,29,61,90
80,0,112,21,61,107
80,0,128,0,90,126
80,0,144,0,90,140
80,0,160,0,90,154
80,0,176,0,90,167
80,0,192,0,118,181
80,0,208,0,118,194
80,0,224,0,118,204
80,0,240,0,139,215
80,16,0,66,51,0
80,16,16,63,52,16
80,16,32,62,51,33
80,16,48,62,51,46
80,16,64,36,55,61
80,16,80,45,57,77
80,16,96,45,57,91
80,16,112,21,71,107
80,16,128,0,80,125
80,16,144,0,80,140
80,16,160,0,99,154
80,16,176,0,99,169
80,16,192,0,110,182
80,16,208,0,125,194
80,16,224,0,125,205
80,16,240,0,133,216
80,32,0,62,50,0
80,32,16,55,51,15
80,32,32,60,50,31
80,32,48,60,50,46
80,32,64,45,64,63
80,32,80,43,56,77
80,32,96,44,56,93
80,32,112,35,79,109
80,32,128,0,79,126
80,32,144,0,79,141
80,32,160,0,100,155
80,32,176,0,100,168
80,32,192,0,109,184
80,32,208,0,126,196
80,32,224,0,126,205
80,32,240,0,132,217
80,48,0,62,62,0
80,48,16,55,62,15
80,48,32,60,62,31
80,48,48,60,62,46
80,48,64,45,64,63
80,48,80,43,69,77
80,48,96,43,69,93
80,48,112,35,72,109
80,48,128,0,87,126
80,48,144,0,87,141
80,48,160,0,91,155
80,48,176,0,91,168
80,48,192,0,117,184
80,48,208,0,119,196
80,48,224,0,119,205
80,48,240,0,139,217
80,64,0,96,70,0
80,64,16,94,70,17
80,64,32,93,70,39
80,64,48,93,70,47
80,64,64,87,71,63
80,64,80,82,75,80
80,64,96,82,75,94
80,64,112,64,78,110
80,64,128,42,90,127
80,64,144,42,90,141
80,64,160,0,97,156
80,64,176,0,97,172
80,64,192,29,113,185
80,64,208,0,125,197
80,64,224,0,125,210
80,64,240,0,135,220
80,80,0,96,74,17
80,80,16,94,75,28
80,80,32,95,74,37
80,80,48,95,74,50
80,80,64,69,79,65
80,80,80,87,77,81
80,80,96,87,77,97
80,80,112,63,96,113
80,80,128,50,86,127
80,80,144,50,86,143
80,80,160,50,112,158
80,80,176,50,112,171
80,80,192,0,107,190
80,80,208,0,127,203
80,80,224,0,127,211
80,80,240,0,134,225
80,96,0,96,88,17
80,96,16,94,89,28
80,96,32,95,89,37
80,96,48,95,89,50
80,96,64,69,91,65
80,96,80,87,93,81
80,96,96,87,93,97
80,96,112,63,98,113
80,96,128,50,100,127
80,96,144,50,100,143
80,96,160,50,108,158
80,96,176,50,108,171
80,96,192,0,115,190
80,96,208,0,121,203
80,96,224,0,120,211
80,96,240,0,141,225
80,112,0,141,102,17
80,112,16,141,101,30
80,112,32,140,103,33
80,112,48,140,103,50
80,112,64,137,102,67
80,112,80,134,105,84
80,112,96,134,105,98
80,112,112,125,106,114
80,112,128,118,111,130
80,112,144,118,111,144
80,112,160,101,113,159
80,112,176,101,113,176
80,112,192,62,121,191
80,112,208,25,125,205
80,112,224,25,124,222
80,112,240,50,144,229
80,128,0,147,109,33
80,128,16,144,110,40
80,128,32,145,110,46
80,128,48,145,110,57
80,128,64,137,112,70
80,128,80,140,111,84
80,128,96,140,111,100
80,128,112,122,117,115
80,128,128,128,116,131
80,128,144,128,116,147
80,128,160,86,131,162
80,128,176,86,131,176
80,128,192,62,126,191
80,128,208,25,135,205
80,128,224,73,146,217
80,128,240,46,138,238
80,144,0,145,124,33
80,144,16,146,124,40
80,144,32,146,125,46
80,144,48,144,125,57
80,144,64,140,126,70
80,144,80,140,127,84
80,144,96,140,127,101
80,144,112,122,129,114
80,144,128,128,131,131
80,144,144,128,131,147
80,144,160,86,137,162
80,144,176,86,137,176
80,144,192,102,138,193
80,144,208,73,147,207
80,144,224,73,146,217
80,144,240,46,150,238
80,160,0,191,137,33
80,160,16,191,137,44
80,160,32,191,138,55
80,160,48,190,138,58
80,160,64,188,138,72
80,160,80,187,140,89
80,160,96,187,140,103
80,160,112,181,140,117
80,160,128,178,144,134
80,160,144,178,144,148
80,160,160,167,145,163
80,160,176,167,146,180
80,160,192,161,151,194
80,160,208,145,152,209
80,160,224,145,152,225
80,160,240,128,160,241
80,176,0,192,148,33
80,176,16,193,149,44
80,176,32,192,149,55
80,176,48,192,149,58
80,176,64,190,150,72
80,176,80,187,150,89
80,176,96,187,150,102
80,176,112,181,153,118
80,176,128,181,153,132
80,176,144,178,154,149
80,176,160,167,158,163
80,176,176,167,158,180
80,176,192,161,158,194
80,176,208,145,165,209
80,176,224,145,166,225
80,176,240,128,167,241
80,192,0,199,163,46
80,192,16,199,162,50
80,192,32,198,163,41
80,192,48,196,163,62
80,192,64,196,162,76
80,192,80,195,163,88
80,192,96,195,163,102
80,192,112,186,165,121
80,192,128,187,167,135
80,192,144,187,167,150
80,192,160,170,170,166
80,192,176,170,170,181
80,192,192,173,172,197
80,192,208,135,176,213
80,192,224,135,176,227
80,192,240,149,179,241
80,208,0,236,175,46
80,208,16,239,175,69
80,208,32,237,175,85
80,208,48,236,175,69
80,208,64,238,175,84
80,208,80,234,176,114
80,208,96,234,176,111
80,208,112,234,177,123
80,208,128,229,180,148
80,208,144,229,180,154
80,208,160,228,181,166
80,208,176,228,181,183
80,208,192,221,185,197
80,208,208,211,186,213
80,208,224,211,184,227
80,208,240,207,193,242
80,224,0,239,185,46
80,224,16,239,185,69
80,224,32,238,185,85
80,224,48,237,185,69
80,224,64,237,186,84
80,224,80,234,186,114
80,224,96,234,186,111
80,224,112,234,189,121
80,224,128,229,189,148
80,224,144,229,189,154
80,224,160,228,194,165
80,224,176,228,194,184
80,224,192,221,194,199
80,224,208,211,198,214
80,224,224,211,198,227
80,224,240,207,203,242
80,240,0,238,195,121
80,240,16,241,195,104
80,240,32,241,196,96
80,240,48,240,196,120
80,240,64,238,196,121
80,240,80,239,197,108
80,240,96,239,197,136
80,240,112,233,198,144
80,240,128,237,201,140
80,240,144,237,201,158
80,240,160,227,203,172
80,240,176,227,203,186
80,240,192,233,207,199
80,240,208,217,211,215
80,240,224,217,211,227
80,240,240,215,210,241
96,0,0,65,53,0
96,0,16,63,53,14
96,0,32,60,53,29
96,0,48,60,53,45
96,0,64,56,53,62
96,0,80,35,61,76
96,0,96,35,61,90
96,0,112,32,61,107
96,0,128,0,90,126
96,0,144,0,90,140
96,0,160,0,90,154
96,0,176,0,90,167
96,0,192,0,118,181
96,0,208,0,118,194
96,0,224,0,118,204
96,0,240,0,139,215
96,16,0,68,51,0
96,16,16,67,52,16
96,16,32,63,51,33
96,16,48,63,51,45
96,16,64,56,55,62
96,16,80,39,57,77
96,16,96,39,57,91
96,16,112,32,71,107
96,16,128,0,80,125
96,16,144,0,80,140
96,16,160,0,99,154
96,16,176,0,99,169
96,16,192,0,110,182
96,16,208,0,125,194
96,16,224,0,125,205
96,16,240,0,133,216
96,32,0,77,50,0
96,32,16,75,52,15
96,32,32,74,50,31
96,32,48,74,50,46
96,32,64,70,64,64
96,32,80,56,56,77
96,32,96,56,56,93
96,32,112,54,79,109
96,32,128,0,79,126
96,32,144,0,79,141
96,32,160,0,100,155
96,32,176,0,100,168
96,32,192,0,109,184
96,32,208,0,126,196
96,32,224,0,126,205
96,32,240,0,132,217
96,48,0,77,62,0
96,48,16,75,62,15
96,48,32,74,62,31
96,48,48,74,62,46
96,48,64,70,64,63
96,48,80,56,69,77
96,48,96,56,69,93
96,48,112,55,72,109
96,48,128,0,87,126
96,48,144,0,87,141
96,48,160,0,91,155
96,48,176,0,91,168
96,48,192,0,117,184
96,48,208,0,119,196
96,48,224,0,119,205
96,48,240,0,139,217
96,64,0,86,70,0
96,64,16,86,70,17
96,64,32,83,70,39
96,64,48,83,70,47
96,64,64,81,71,63
96,64,80,67,75,80
96,64,96,67,75,94
96,64,112,62,78,110
96,64,128,11,90,127
96,64,144,11,90,141
96,64,160,0,97,156
96,64,176,0,97,172
96,64,192,8,113,185
96,64,208,0,125,197
96,64,224,0,125,210
96,64,240,0,135,220
96,80,0,116,74,17
96,80,16,115,75,28
96,80,32,114,74,37
96,80,48,114,74,50
96,80,64,107,79,65
96,80,80,104,77,81
96,80,96,104,77,97
96,80,112,98,96,113
96,80,128,78,86,127
96,80,144,78,86,143
96,80,160,78,112,158
96,80,176,78,112,171
96,80,192,0,107,190
96,80,208,0,127,203
96,80,224,0,127,211
96,80,240,0,134,225
96,96,0,116,88,17
96,96,16,115,89,28
96,96,32,114,89,37
96,96,48,114,89,50
96,96,64,107,91,65
96,96,80,104,93,81
96,96,96,104,93,97
96,96,112,98,98,113
96,96,128,78,100,127
96,96,144,78,100,143
96,96,160,78,108,158
96,96,176,78,108,171
96,96,192,0,115,190
96,96,208,0,121,203
96,96,224,0,121,211
96,96,240,0,141,225
96,112,0,128,102,17
96,112,16,128,101,30
96,112,32,126,103,33
96,112,48,126,103,50
96,112,64,125,102,67
96,112,80,117,105,84
96,112,96,117,105,98
96,112,112,115,106,114
96,112,128,96,111,130
96,112,144,96,111,144
96,112,160,91,113,159
96,112,176,91,113,176
96,112,192,17,121,191
96,112,208,7,124,205
96,112,224,7,124,222
96,112,240,14,144,229
96,128,0,166,109,33
96,128,16,165,110,40
96,128,32,163,110,46
96,128,48,163,110,57
96,128,64,161,112,70
96,128,80,158,111,84
96,128,96,158,111,100
96,128,112,153,117,115
96,128,128,145,116,131
96,128,144,145,116,147
96,128,160,133,131,162
96,128,176,133,130,176
96,128,192,121,123,193
96,128,208,113,146,207
96,128,224,113,146,217
96,128,240,14,144,229
96,144,0,165,124,33
96,144,16,166,124,40
96,144,32,162,125,46
96,144,48,163,125,57
96,144,64,161,126,70
96,144,80,156,127,84
96,144,96,158,127,100
96,144,112,153,129,115
96,144,128,145,131,131
96,144,144,145,131,147
96,144,160,133,136,162
96,144,176,133,137,176
96,144,192,121,139,193
96,144,208,113,146,207
96,144,224,113,146,217
96,144,240,71,150,238
96,160,0,177,137,33
96,160,16,178,137,44
96,160,32,175,138,55
96,160,48,175,138,58
96,160,64,176,138,72
96,160,80,169,140,89
96,160,96,170,140,101
96,160,112,169,140,118
96,160,128,169,140,132
96,160,144,158,144,148
96,160,160,155,145,163
96,160,176,155,146,180
96,160,192,137,151,194
96,160,208,133,152,209
96,160,224,133,153,225
96,160,240,94,159,241
96,176,0,177,148,33
96,176,16,177,149,44
96,176,32,175,149,55
96,176,48,176,149,58
96,176,64,174,150,72
96,176,80,169,150,89
96,176,96,170,150,101
96,176,112,169,153,119
96,176,128,158,154,134
96,176,144,158,154,148
96,176,160,155,158,163
96,176,176,155,158,180
96,176,192,137,160,194
96,176,208,133,166,209
96,176,224,133,165,225
96,176,240,94,166,241
96,192,0,218,163,46
96,192,16,217,162,50
96,192,32,215,163,41
96,192,48,215,163,62
96,192,64,214,162,76
96,192,80,211,163,88
96,192,96,212,163,104
96,192,112,209,165,120
96,192,128,204,167,135
96,192,144,204,167,149
96,192,160,199,170,166
96,192,176,199,170,180
96,192,192,189,172,197
96,192,208,179,175,213
96,192,224,179,176,227
96,192,240,166,180,241
96,208,0,229,175,46
96,208,16,228,175,69
96,208,32,226,175,85
96,208,48,227,175,69
96,208,64,228,175,84
96,208,80,222,176,114
96,208,96,222,176,111
96,208,112,222,177,119
96,208,128,215,180,149
96,208,144,215,180,155
96,208,160,215,181,166
96,208,176,215,181,184
96,208,192,202,185,200
96,208,208,199,186,213
96,208,224,199,186,227
96,208,240,182,192,242
96,224,0,227,185,46
96,224,16,226,185,69
96,224,32,228,185,85
96,224,48,227,185,69
96,224,64,226,186,84
96,224,80,224,186,114
96,224,96,222,186,111
96,224,112,222,189,121
96,224,128,215,189,149
96,224,144,215,189,155
96,224,160,215,194,165
96,224,176,215,194,183
96,224,192,202,194,199
96,224,208,199,198,211
96,224,224,199,198,227
96,224,240,182,200,242
96,240,0,250,195,121
96,240,16,249,195,104
96,240,32,249,196,96
96,240,48,249,196,120
96,240,64,249,196,121
96,240,80,250,197,108
96,240,96,251,197,131
96,240,112,249,198,144
96,240,128,250,201,140
96,240,144,250,201,158
96,240,160,247,203,172
96,240,176,247,203,185
96,240,192,249,207,200
96,240,208,245,211,214
96,240,224,245,211,229
96,240,240,230,210,241
112,0,0,76,53,0
112,0,16,75,53,13
112,0,32,71,53,29
112,0,48,71,53,43
112,0,64,68,53,58
112,0,80,49,61,75
112,0,96,49,61,88
112,0,112,41,61,105
112,0,128,17,90,122
112,0,144,17,90,139
112,0,160,0,90,154
112,0,176,0,90,168
112,0,192,10,118,180
112,0,208,0,118,194
112,0,224,0,118,206
112,0,240,0,139,215
112,16,0,77,63,0
112,16,16,77,63,14
112,16,32,73,63,29
112,16,48,73,63,44
112,16,64,70,64,61
112,16,80,51,69,75
112,16,96,51,69,91
112,16,112,44,72,106
112,16,128,17,90,123
112,16,144,21,90,139
112,16,160,0,98,154
112,16,176,0,98,169
112,16,192,16,111,180
112,16,208,0,125,194
112,16,224,0,125,207
112,16,240,0,131,216
112,32,0,87,70,0
112,32,16,86,69,14
112,32,32,84,70,31
112,32,48,84,70,46
112,32,64,81,71,61
112,32,80,68,74,76
112,32,96,68,74,94
112,32,112,60,78,108
112,32,128,15,87,123
112,32,144,17,87,139
112,32,160,0,99,155
112,32,176,0,99,168
112,32,192,10,108,182
112,32,208,0,126,197
112,32,224,0,126,208
112,32,240,0,131,217
112,48,0,87,65,0
112,48,16,86,65,14
112,48,32,84,65,31
112,48,48,84,65,46
112,48,64,81,65,61
112,48,80,68,71,76
112,48,96,68,71,93
112,48,112,60,72,108
112,48,128,17,89,123
112,48,144,17,89,139
112,48,160,0,91,155
112,48,176,0,91,168
112,48,192,11,116,182
112,48,208,0,119,197
112,48,224,0,119,208
112,48,240,0,139,217
112,64,0,95,75,0
112,64,16,94,75,15
112,64,32,91,75,31
112,64,48,91,75,46
112,64,64,89,76,62
112,64,80,76,81,77
112,64,96,76,81,93
112,64,112,72,83,109
112,64,128,28,95,125
112,64,144,26,95,140
112,64,160,16,99,156
112,64,176,16,99,172
112,64,192,23,118,184
112,64,208,0,125,198
112,64,224,0,125,213
112,64,240,17,137,219
112,80,0,121,91,17
112,80,16,120,90,26
112,80,32,119,91,33
112,80,48,119,91,50
112,80,64,116,92,64
112,80,80,110,93,78
112,80,96,110,93,96
112,80,112,104,98,111
112,80,128,90,99,125
112,80,144,90,99,142
112,80,160,71,110,158
112,80,176,72,110,171
112,80,192,14,109,188
112,80,208,0,128,203
112,80,224,0,128,213
112,80,240,0,131,225
112,96,0,121,93,17
112,96,16,120,93,26
112,96,32,119,94,33
112,96,48,119,94,50
112,96,64,116,94,64
112,96,80,110,97,78
112,96,96,110,97,96
112,96,112,104,99,111
112,96,128,90,104,125
112,96,144,90,104,142
112,96,160,71,107,158
112,96,176,71,107,171
112,96,192,14,116,188
112,96,208,0,121,203
112,96,224,0,121,213
112,96,240,0,141,225
112,112,0,131,105,17
112,112,16,135,103,29
112,112,32,130,106,33
112,112,48,130,106,50
112,112,64,132,105,66
112,112,80,125,107,82
112,112,96,125,107,97
112,112,112,122,109,113
112,112,128,106,113,128
112,112,144,106,113,144
112,112,160,99,116,159
112,112,176,99,116,175
112,112,192,33,124,190
112,112,208,22,127,205
112,112,224,22,127,221
112,112,240,29,146,228
112,128,0,167,120,33
112,128,16,166,121,38
112,128,32,165,121,37
112,128,48,165,121,56
112,128,64,163,123,69
112,128,80,159,122,81
112,128,96,159,122,99
112,128,112,154,127,115
112,128,128,147,126,129
112,128,144,147,126,146
112,128,160,137,134,162
112,128,176,137,134,175
112,128,192,125,133,192
112,128,208,22,141,205
112,128,224,22,141,221
112,128,240,29,149,228
112,144,0,166,128,33
112,144,16,165,128,38
112,144,32,165,129,37
112,144,48,165,129,56
112,144,64,163,129,69
112,144,80,159,130,81
112,144,96,159,130,99
112,144,112,154,132,115
112,144,128,147,135,129
112,144,144,147,135,146
112,144,160,137,138,162
112,144,176,137,138,175
112,144,192,125,142,192
112,144,208,103,146,208
112,144,224,103,146,220
112,144,240,81,151,238
112,160,0,184,138,33
112,160,16,184,138,42
112,160,32,184,139,53
112,160,48,181,139,58
112,160,64,181,140,71
112,160,80,177,141,87
112,160,96,176,141,101
112,160,112,175,142,116
112,160,128,166,146,132
112,160,144,166,146,148
112,160,160,162,147,163
112,160,176,162,147,179
112,160,192,146,153,194
112,160,208,139,155,209
112,160,224,139,153,225
112,160,240,106,160,240
112,176,0,183,153,33
112,176,16,185,153,42
112,176,32,181,153,53
112,176,48,184,153,58
112,176,64,183,155,71
112,176,80,176,155,87
112,176,96,179,155,101
112,176,112,175,157,116
112,176,128,166,158,133
112,176,144,166,158,147
112,176,160,162,162,163
112,176,176,162,162,179
112,176,192,146,164,194
112,176,208,139,170,209
112,176,224,139,168,225
112,176,240,106,172,240
112,192,0,214,167,46
112,192,16,215,165,49
112,192,32,211,167,41
112,192,48,211,167,62
112,192,64,214,165,76
112,192,80,210,166,86
112,192,96,210,166,104
112,192,112,208,168,119
112,192,128,204,170,134
112,192,144,204,170,149
112,192,160,197,173,165
112,192,176,197,173,179
112,192,192,189,175,196
112,192,208,179,179,212
112,192,224,179,179,226
112,192,240,168,182,240
112,208,0,229,175,46
112,208,16,231,175,73
112,208,32,229,175,89
112,208,48,229,175,70
112,208,64,229,175,86
112,208,80,225,177,119
112,208,96,225,177,113
112,208,112,225,177,122
112,208,128,219,181,152
112,208,144,219,181,157
112,208,160,219,181,165
112,208,176,219,181,182
112,208,192,207,185,200
112,208,208,205,187,213
112,208,224,205,185,227
112,208,240,189,192,241
112,224,0,231,186,46
112,224,16,229,187,73
112,224,32,229,186,89
112,224,48,230,186,70
112,224,64,229,187,86
112,224,80,224,188,119
112,224,96,226,188,113
112,224,112,225,190,122
112,224,128,225,190,138
112,224,144,219,191,157
112,224,160,219,195,167
112,224,176,219,195,181
112,224,192,207,195,200
112,224,208,205,201,214
112,224,224,205,201,227
112,224,240,189,202,241
112,240,0,250,198,121
112,240,16,250,198,103
112,240,32,250,198,93
112,240,48,252,198,119
112,240,64,250,199,120
112,240,80,250,199,106
112,240,96,251,199,130
112,240,112,248,201,143
112,240,128,250,204,138
112,240,144,250,204,159
112,240,160,245,206,172
112,240,176,245,206,184
112,240,192,248,210,198
112,240,208,241,214,214
112,240,224,241,214,227
112,240,240,229,213,241
128,0,0,86,79,0
128,0,16,83,79,14
128,0,32,84,78,28
128,0,48,84,78,41
128,0,64,69,78,58
128,0,80,75,83,74
128,0,96,75,83,89
128,0,112,44,83,105
128,0,128,47,91,120
128,0,144,41,90,139
128,0,160,29,91,150
128,0,176,31,91,165
128,0,192,27,118,180
128,0,208,0,118,194
128,0,224,0,118,206
128,0,240,0,140,218
128,16,0,93,75,0
128,16,16,91,74,15
128,16,32,91,74,27
128,16,48,91,74,41
128,16,64,80,76,57
128,16,80,83,77,74
128,16,96,83,77,90
128,16,112,44,85,103
128,16,128,58,85,122
128,16,144,58,85,136
128,16,160,29,99,151
128,16,176,29,99,167
128,16,192,36,111,180
128,16,208,0,125,194
128,16,224,0,123,206
128,16,240,0,131,216
128,32,0,91,74,0
128,32,16,88,73,15
128,32,32,89,73,28
128,32,48,89,73,41
128,32,64,73,76,58
128,32,80,81,76,76
128,32,96,81,76,92
128,32,112,50,89,108
128,32,128,55,84,121
128,32,144,43,87,139
128,32,160,39,105,152
128,32,176,0,99,168
128,32,192,27,108,182
128,32,208,0,124,196
128,32,224,0,126,208
128,32,240,0,131,217
128,48,0,91,84,0
128,48,16,88,84,15
128,48,32,89,84,28
128,48,48,89,83,42
128,48,64,73,84,58
128,48,80,81,87,75
128,48,96,81,87,92
128,48,112,50,89,108
128,48,128,55,95,121
128,48,144,43,89,139
128,48,160,37,98,152
128,48,176,37,98,166
128,48,192,27,116,182
128,48,208,0,119,197
128,48,224,0,116,206
128,48,240,0,140,220
128,64,0,117,88,0
128,64,16,116,88,17
128,64,32,115,87,35
128,64,48,115,87,43
128,64,64,109,89,60
128,64,80,109,91,78
128,64,96,109,91,93
128,64,112,93,93,108
128,64,128,92,98,125
128,64,144,92,98,138
128,64,160,37,102,154
128,64,176,39,99,172
128,64,192,56,118,184
128,64,208,0,122,197
128,64,224,0,122,211
128,64,240,0,135,223
128,80,0,113,89,0
128,80,16,111,89,15
128,80,32,112,90,31
128,80,48,112,90,46
128,80,64,101,93,62
128,80,80,106,91,78
128,80,96,106,91,94
128,80,112,67,102,110
128,80,128,89,98,125
128,80,144,90,98,141
128,80,160,59,118,156
128,80,176,59,118,170
128,80,192,41,111,187
128,80,208,41,133,201
128,80,224,0,128,213
128,80,240,0,133,229
128,96,0,113,103,0
128,96,16,111,103,15
128,96,32,112,104,31
128,96,48,112,104,46
128,96,64,101,105,62
128,96,80,106,106,78
128,96,96,106,106,94
128,96,112,67,109,110
128,96,128,89,112,125
128,96,144,89,112,141
128,96,160,59,118,156
128,96,176,59,118,170
128,96,192,36,116,188
128,96,208,41,129,201
128,96,224,41,129,210
128,96,240,0,141,229
128,112,0,157,113,0
128,112,16,156,113,19
128,112,32,156,114,43
128,112,48,156,114,48
128,112,64,152,114,64
128,112,80,151,116,82
128,112,96,151,116,95
128,112,112,141,117,111
128,112,128,139,121,128
128,112,144,139,121,142
128,112,160,121,124,158
128,112,176,121,124,175
128,112,192,115,130,189
128,112,208,80,133,203
128,112,224,54,127,221
128,112,240,63,145,232
128,128,0,145,122,0
128,128,16,144,123,17
128,128,32,154,118,41
128,128,48,154,118,53
128,128,64,148,121,67
128,128,80,150,120,82
128,128,96,150,120,98
128,128,112,134,125,113
128,128,128,139,124,129
128,128,144,139,124,145
128,128,160,85,133,160
128,128,176,85,133,175
128,128,192,118,131,192
128,128,208,74,150,207
128,128,224,74,150,217
128,128,240,57,141,238
128,144,0,146,139,0
128,144,16,156,128,38
128,144,32,154,134,41
128,144,48,154,134,53
128,144,64,148,134,67
128,144,80,150,135,82
128,144,96,150,135,98
128,144,112,134,137,113
128,144,128,139,139,129
128,144,144,139,139,145
128,144,160,85,143,160
128,144,176,85,143,175
128,144,192,118,146,192
128,144,208,74,153,207
128,144,224,74,153,217
128,144,240,57,155,238
128,160,0,194,152,0
128,160,16,194,152,21
128,160,32,202,146,52
128,160,48,203,146,54
128,160,64,200,146,69
128,160,80,200,148,88
128,160,96,200,148,100
128,160,112,194,149,115
128,160,128,191,152,132
128,160,144,191,152,146
128,160,160,180,153,162
128,160,176,180,153,179
128,160,192,177,159,193
128,160,208,159,160,208
128,160,224,159,160,224
128,160,240,152,167,240
128,176,0,202,153,33
128,176,16,194,159,21
128,176,32,203,156,52
128,176,48,202,156,54
128,176,64,198,155,71
128,176,80,200,157,88
128,176,96,200,157,100
128,176,112,191,157,116
128,176,128,191,160,132
128,176,144,191,160,146
128,176,160,180,164,162
128,176,176,180,164,179
128,176,192,177,165,193
128,176,208,159,171,208
128,176,224,159,171,224
128,176,240,152,172,240
128,192,0,203,167,42
128,192,16,204,165,49
128,192,32,204,168,52
128,192,48,195,167,62
128,192,64,200,169,74
128,192,80,201,170,87
128,192,96,201,166,104
128,192,112,192,171,117
128,192,128,192,172,132
128,192,144,192,172,149
128,192,160,174,175,163
128,192,176,174,175,179
128,192,192,179,177,195
128,192,208,145,182,211
128,192,224,145,182,225
128,192,240,157,184,240
128,208,0,243,180,42
128,208,16,239,175,73
128,208,32,243,181,85
128,208,48,243,181,66
128,208,64,243,181,82
128,208,80,241,183,115
128,208,96,241,183,110
128,208,112,241,184,120
128,208,128,237,186,148
128,208,144,237,186,155
128,208,160,237,187,164
128,208,176,237,187,181
128,208,192,230,191,198
128,208,208,220,192,211
128,208,224,220,192,226
128,208,240,219,198,242
128,224,0,239,186,46
128,224,16,239,187,73
128,224,32,243,190,85
128,224,48,243,190,66
128,224,64,239,187,86
128,224,80,236,188,119
128,224,96,236,188,113
128,224,112,236,190,122
128,224,128,237,193,148
128,224,144,237,193,154
128,224,160,237,199,165
128,224,176,237,199,180
128,224,192,230,198,198
128,224,208,220,202,211
128,224,224,220,202,226
128,224,240,219,205,242
128,240,0,240,197,128
128,240,16,240,197,109
128,240,32,245,198,93
128,240,48,240,198,127
128,240,64,238,199,126
128,240,80,239,199,111
128,240,96,244,199,130
128,240,112,234,201,148
128,240,128,237,202,140
128,240,144,237,202,156
128,240,160,226,205,176
128,240,176,226,205,188
128,240,192,233,208,196
128,240,208,215,212,213
128,240,224,215,212,227
128,240,240,220,215,241
144,0,0,97,79,0
144,0,16,96,79,16
144,0,32,94,78,27
144,0,48,94,78,41
144,0,64,88,78,56
144,0,80,83,83,73
144,0,96,83,83,90
144,0,112,72,83,105
144,0,128,72,83,120
144,0,144,53,91,136
144,0,160,47,91,150
144,0,176,47,91,165
144,0,192,0,115,182
144,0,208,0,115,195
144,0,224,0,115,205
144,0,240,0,140,218
144,16,0,99,74,0
144,16,16,99,74,15
